,product_sub_group_id,product_sub_group_coef_sales,sale_date_id,reg_date_count,cheque_id_x,cheque_id_y
0,0,20.48910312589034,26,2,1118,4238
1,1,155.87186118491402,28,0,17796,11716
2,2,155.53358544389906,28,0,4580,4849
3,3,201.61776987112873,28,0,7465,11688
4,4,97.19059392927706,28,0,1567,1479
5,5,141.03529911032118,28,0,4862,3576
6,6,6.322367111092143,28,0,684,35285
7,7,1874.974548996391,28,0,65755,91916
8,8,236.968423627686,28,0,10707,8624
9,9,271.1799515935373,25,3,1479,539
10,10,246.18005162721877,28,0,3599,3355
11,11,114.44247496339383,25,3,1703,2414
12,12,237.43437876152453,28,0,2807,5321
13,13,153.1964269460542,18,10,239,295
14,14,60.994993742177726,13,15,171,235
15,15,44.96399035869517,10,18,46,119
16,16,33.26950097134194,12,16,49,130
17,17,127.33372514110394,14,14,693,596
18,18,1150.513762688401,28,0,7666,1704
19,19,159.47218155655048,27,1,9317,12565
20,20,73.44254455161452,28,0,1185,2898
21,22,89.4921619890138,21,7,2011,6476
22,23,382.4751990245413,28,0,18589,14105
23,24,445.26642613408114,28,0,7444,8732
24,25,1124.2386586475443,28,0,15978,15573
25,26,204.4662343721841,28,0,7890,11280
26,27,2963.1965837919133,28,0,20638,36211
27,28,333.6507936507937,26,2,67,24
28,30,162.5,4,24,4,55
29,31,20.0,1,27,1,32
30,33,-33.33333333333333,1,27,1,8
31,34,1566.1932329746191,28,0,3458,240
32,35,39.859788359788354,10,18,12,58
33,36,205.0559011550391,22,6,72,167
34,37,2561.4083249717924,28,0,2385,195
35,39,687.6904761904763,24,4,247,34
36,41,160.0,7,21,8,4
37,42,998.53125,28,0,144,20
38,43,2295.0719894823815,26,2,4538,1710
39,103,594.8018652245366,28,0,53869,16122
40,104,564.7169509012007,28,0,4627,9396
41,105,759.0757330821997,28,0,10597,6808
42,106,202.62521584837492,28,0,4240,4300
43,107,25.47252154479122,25,3,195,811
44,108,172.40482164790802,24,4,714,2206
45,109,314.4600143550779,28,0,4594,3740
46,110,167.2351630789355,28,0,2392,2435
47,111,167.31990938249595,28,0,4817,3413
48,112,405.3989734832553,27,1,1373,819
49,113,790.0095737304541,28,0,15787,9321
50,114,377.37176450730254,28,0,12222,6536
51,115,483.1293783845884,28,0,3113,4030
